Komentar,Label
ya emg lingkungannya yg salah toh ikan ini jg bukan asli ikan dr indonesia makanya ikan ini gk punya pemangsa alaminya,netral
Ikan z10nlst. Sepertinya sungai2 di indonesia adalah sungai yg sudah dijanjikan bagi mereka 3000 tahun yg lalu. 😂😂😂,netral
"Kayaknya matanya bisa dicangkokan bagi pasien terancam buta? Bagaimana menurut kalian?? Matanya lebih tajam ketimbang orang,bukan???",negatif
"Bisa namun wajib dipiara di akuarium atau kolam keramik agar tak kabur ke got,kali,danau & laut lepas!!!",positif
"Pernah beli ikan sapu-sapu buat bersihkan Aquarium ,soalnya beli filter air beberapa bulan rusak terus,eh ikan sapu-sapu nya malah lompat keluar Aquarium mati pas ke injak lagi kepala nya krna gak liat pas jalan kok tau-tau berada di lantai ikannya,",positif
Judul Vidio : IKAN SAPU SAPU INVASI SENYAP: BAGAIMANA SATU IKAN AKUARIUM MERUNTUHKAN EKOSISTEM INDONESIA? seperti JOKOWI 😱,netral
"Ikan sapu-sapu tidak salah, yang salah warga DKI yang tidak pernah mau menjaga dan melestarikan lingkungan.",positif
tapi koq di kubur hidup2 y di dlm tanah n terus tercemar g tuch ntr tanah nya 😮🤯💀,positif
Apa belum ada yang menemukan kalau ikan sapu2 digiling buat campuran konsentrat pakan unggas?,positif
Ikan sapu sapu ini dari luar Indonesia dulu di jual sama orang yang jual ikan hias lama lama jadi besar dilepas kesungai jadi beranak Pinak populasinya mengalahkan ikan tawar seperti tombro nila dan mujaer,netral
"kalau sprti itu susah berarti di beranatasnya, apa lagi ikan ini bisa hidup tanapa air dan di dalam lubang2 biarpun hulunya di bendung, tapi lakukan riset obat apa yg cocok untuk membunuh ikan ini",positif
Pemda jakarta berdayakan warganya yg tinggal di pinggiran kali.hasil tangkapan ikan di beli berapa /1kg hasil ikan dicacah untuk pupuk/umpan ternak hewan yg segala dimakan,positif
Kebanyakan ikan yg aku suka lihat nya enak di makan ini ikan sapu² kok aku merinding jijik liatnya apa karena dia berasal dari sungai Amazon ngeri pokoknya,negatif
Wajahnya horor.corak kulitnya mirip cobra.knapa kapal perang tdk gunakan Nama ikan sapu..sapu di lambungnya,netral
Ini ikan sifatnya sama seperti ikan zionis.Menguasai.dan menaklukan.membinasakan. Genoside ikan lain..tuhan maha menciptakan antara hewan dan manusia di buat ada kesamaan,netral
Film dokumenter tapi video dan naratornya semua AI. Gaya berenang ikan sapu2nya enggak sesuai dgn ikan aslinya,netral
"Musuh alami ikan sapu sapu,, Berang berang... Kalau mau ikan sapu sapu berkurang lepas berang berang k sungai.... D kalimantan d ikan sapu sapu jadikan pakan Bebek....",positif
Predator alami ikan sapu-sapu adalah manusia dalam wujud kang siomay dan kang otak-otak,netral
"Dimana mana sekarang ada ikan sapu-sapu..
 Bodohnya dulu orang yang bawa ikan ini ke Indonesia..",negatif
"Setiap mahluk ciptaan Alloh pasti ada manfaatnya.. Ayo para ahli, cari dan gali lagi ilmu ttg ikan ini.. Biar ada manfaat nya buat manusia.. Jangan di sia2 kan.. Insya Alloh ada manfaat nya... 😂",positif
"Apakah ikan sapu2 beracun tdk klau seandainya jd pakan ikan atau bebek dll..di kolam tempat adik cepat ikan ini berkembang biak,,jd sapu2 di basmi baru bisa piara ikan paten😢😢😢 sekarang tdk piara lagi karena byk rugi..piara ikan byk pemasang seperti biawak,burung putih,ikan sapu2 ,,kura2 bisa juga mkn ikan😢😢😢",netral
Bisa rusak tanah pesisir pantai serta ikan sapu2 cepat nian berkembang biak takut nanti ikan lain punah😢😢😢,negatif
"Ini perlu dilakukan penelitian lebih lanjut nggak sih ? Soalnya di sungai2 sekitar saya juga ada ikan sapu2, tapi nggak invasif, cuman 1-2 ekor doang, ikan lokal jauh lebih banyak. Saya curiga ikan ini berkembang biak masif di sungai yang tercemar, kalo beneran kayak gitu berarti yang harus dibasmi itu penyebab tercemar nya sungai, bukan ikan sapu2 nya.",positif
Satu rahasia lagi yg nyaris orang tak tau tentang rahasia ikan sapu2 ikan ini bisa sebagai obat asma dan sesak nafas menahun.,netral
"Tetanggaku melihara ikan sapu-sapu di aquarium buat ngebersihin kaca,terus di kasihkan ke kakak di masukin ke kolam,eh nggak lama jadi banyak segede gede sandal,tpsm kakaku di olah eh ternyata enak juga di filet",positif
"Dulu ikan sapu sapu. Buat. Hiasan di aquarium , sekarang jadi hama ,
 Sebenarnya. Ikan sapu sapu. Mungkin bisa di konsumsi , dgn cara di piara dulu di air yg bersih selama 3 bulan ,,,,MUNGKIN ,,,! karena sudah di karantina selama 3 bulan mungkin racun yg ada di daging ikan tsb sudah hilang , karena ikan sapu sapu hidupnya sama seperti ikan mas ,makan. Yg ada di permukaan lumpur ,, ,",positif
tolong bantu doanya ya bang dan kawan kawan semua untuk kesembuhan bapak agar pulih sehat walafiat karena sekarang kondisi masih kontrol dari rs dan agar punya pedoman agama dan menjadi pribadi baik,positif
"Nah loh siapa yg awal bawa ikan sapu sapu yg suka koleksi, bikin ekosistem ikan lain punah karena sapu sapu adalah jenis ikan penjajah. Dari asing.",negatif
lokasi sungai yg didiami ikan sapu sapu JD sumber uang .❤JD pupuk permentasi pupuk iorganik,netral
ikan sapu sapu emang merusak dinding sungai.namun Jadik pupuk organik olah JD pupuk permentasi,negatif
ikan sapu sapu .mahluk perusak dinding sungai..hrs Budi daya kolam batu.jd sumber pupuk permentasi organik,negatif
"sebetulnya mudah pelacakan asalnya, dari berkas importir ikan hias, kelompok kelompok importir ikan hias tersebut yang bisa mendarangkan, jenis ikan ini beberapa ragam bentuknya... tinggal bagaimana keinginan pemerintah menindaklanjutinya... aneh memang indonesia ini",positif
"Didaerah saya ikan sapu2 termasuk bannyak yang suka.. Lain air lain rasanya.. 
 Bisa bikin obat gatal2 juga",netral
Harusnya perang model ini ke negara negara tetangga.. buat kloning sapu sapu yg lebih sadis😂😂😂,netral
semua ini hanya analisa manusia apa kehendak allah kita gak tau apa kelebihan dan manfaat nya besok2 klo sdh habis baru keluar muzijat nya,netral
"setuju, terlihat dari tiap 8 detik ganti scene. Uang 100 rebu nolnya enem. Tapi bagus emang sih.",positif
"Jangan bilang ""documentary"" kalo footagenya pakai AI. Ngerti documentary kan?",netral
Ramai2 memusnahkan ikan sapu2 nanti klu sudah langkah punah baru di cari apa gk ada solusi lain agar ikan sapu2 ttp ada misalnya membuat aquarium besar di tempat2 pariwisata karna bentuknya yg unik lucu dan seram anak2 pasti tertarik melihatnya,netral
Kampret konten2 yg gw liat di Indo pada Ai generated semua. Minimal kasih WM kalo video nya hasil Ai kocak.,negatif
"sapu"" juga mahluq, jangan hinakan. dia dicipta pasti ada manfaatnya, kita saja yang gak faham maksudnya.",positif
"Sbnrnya ikan sapu sapu bukan hama,,,ikan sapu sapu bisa bermanfaat buat campuran pakan ternak,,,bahkan bisa untuk bahan campuran pembuatan Pur ayam,,pmerintah aja yg GK mau ribet,,",positif
"Gubernur DKI Jakarta yang sekarang sedang gencar gencarnya melakukan pemusnahan ikan sapu-sapu dikali kali atau sungai sungai,,,, Maksudnya apa,,,??? Bukankah dulu rezim Jokowi sebagai gubernur DKI justru ikan sapu-sapu itu disebar luaskan disungai sungai dengan maksud tujuan kali kali atau sungai Ciliwung bersih,,,, Sekarang ikan sapu-sapu sudah berkembang biak pesat mau dimusnahkan,,,, Seolah olah hewan yang salah,,,???",positif
"Baiknya sapu sapu pejabat korup,,,, Pemerintah kerja bersih bersih ikan sapu-sapu,,,,,,,, Coba cari solusinya gimana ikan sapu-sapu bisa dimanfaatkan untuk pupuk atau obat-obatan jangan dimusnahkan begitu saja mereka dikubur hidup-hidup dalam lubang besar terus dikubur,,,, Jahat amattt kita sebagai manusia",positif
"Sy dulu 15 th lalu pernah makan ikan sapu2, di kolam pancing byk ikan ini. kepalanya di potong buang, lalu siram air panas, lalu ambil dagingnya kasih bumbu+ bawang putih dll, rasanya enak juga.. 😅😅",netral
"mesti dilawan dengan memakannya ramai-ramai untuk menambah protein masyarakat secara murah. Coba pakar lokal saja selidiki secara nyata, minimal pilihan kedua kalau tidak cocok untuk pakan manusia berikan pada pakan hewan atau pupuk tumbuhan",positif
Di tempat saya juga banyak sekali. Dulu banyak ikan cetul sekarang ikan cetul punah,negatif
biawak d daerah qu ga doyan ikan ini ... kalo kuras kolam tak buangin utuh sampk busukk g d makan biawak ..,netral
"Ada manfaatnya kalo gak tercemar limbah itu kalau pemerintah pake otak dikit bisa dijadikan pupuk murah tapi berkualitas, (kalo gak tercemar)",positif
Harusnya pemerintah / karantina ikan tegas melarang import ikan hias yg berbahaya,negatif
harusnya penghobi Ikan hias yg melepas ikan ini ke perairan di Indonesia harus ikut bertanggung jawab atas rusaknya ekosistem air tawar di indinesiat,negatif
"Ikan sapu² itu bukan hama.. dia itu ikan 😅
 Hama itu :
 - pemuda² Konoha yg hobi tawuran
 - Genk motor
 - begal 
 - pejabat koruptor",negatif
"Ga bisa langsung, karena tubuhnya mengandung logam berat yg bisa jadi polusi untuk tanah dan bikin tanaman menyerapnya jg,",netral
Menangis Rakyat seluruh Indonesia mohon di bersihkan dari sungai Indonesia ketahanan pangan habis sampai ke desa2 mohon pemerintah? 😂😂😂 Aku dan seluruh desa mengalami ketahan pangan tolong2 😂😂😂sikat sapu2.,netral
"Mudah2an ikan ini jangan sampai ke daerah saya, Papua, kasihan ikan gabus, ikan mujaer/nila, dan ikan betik/batok, mereka sudah hidup tenang membawa berkah bagi masyarakat, kita di sini mayoritas mengkonsumsi ikan hasil dari alam liar bukan hasil budidaya, bisa di bayangkan jika ikan sapu2 hidup di wilayah sini, bisa rusak ekosistem",netral
Orang indo kreatif kalau dh kepepet ekonomi gk lama lgi muncul bakso ikan sapu sapu 😅,positif
Ditangkap buat campuran pakan ternak ayam dan bebek ... Caranya digiling dicampurkan sama daun2.an dan dadak padi ....,positif
Yang di undang ke rumah kita dan kini menolak untuk pergi 🗿 kayak blok M dong 🗿,negatif
"Dampak suka mengimpor produk luar😅😅😅😅😂😂😂, sepertinya cocok buat perairan bekas tambang2,,,, ilegal di seluruh NKRI",netral
"Luar biasa pembahasannya, 
 Sy sarjana perikanan, materi ini sdh bs jd judul skripsi lgkp sekali pembahasannya.
 Mudahan pemerintah bs sadar bahwa ikan ini merugikan, sehingga perlu dikendalikan",positif
Kqlian Bantai mrmbabi butu akan terjadi Bencana buat kaliann lhooo😮😮😮di sapu sapu nanti kalian biar nangiss😢😢😢,negatif
"bahayanya kalau ikan tersebut terpapar logam berat, logam berat yang bersifat racun bisa ikut termakan ketika di konsumsi manusia, yang mengkonsumsi jangka panjang, bisa berpotensi terkena kanker,",negatif
ALLAH menciptakan mahluk hidup pasti ada sisi kegunaannya. Tinggal bagaimana kita bersikap bijak menyikapinya dan mencari solusinya agar bisa di berdayakan sehingga berguna buat kehidupan mahluk lain,positif
"DuLuuuuuu bgt jaman msh kecil.ayah sy naro ikan sapu sapu yg kecil d kolam air mesjid,supaya tidak byk lumut.berbulan bulan dan bertahun warga pun membiarkan sampai GK sadar ikan sapu sapu nya jd sebesar kura kura,ngeri juga liatnya klo besar.",netral
"Rumusnya memang begitu. 
 Saya pusing karena burung Sriti yg bersarang di teras depan rumah yg bikin kotor teras. Semula saya pikir walet, ternyata Sriti yg sarangnya sampah bukan air ludahnya.",negatif
Pernah gak sengaja makan daging ikan sapu2 yg dijadikan baso ikan. Abis itu masuk RS keracunan ginjal.,positif
Kalo beracun apa ikan ini keturunsn buaya dan ular ya di amerika sana midslkan buaya dsn anakonda,netral
Kalu mau habiskan buang racun ikan saja biar semua beres lalu di kasih masuk bibit mujair lagi.,negatif
"Ikan ini sangat mahal dan sangat langka, mohon di pelihara di kolam biar ga punah 😂",negatif
Ikan sapu sapu ini kayak Israel awal2 nya numpang sama palestina lama lama keenakakn tak mau pergi,netral
Ada yg buang ikan sapu sapu ke ciliwung itu. Masyarakatpun udah jadi bajingan bukan pejabat aja yg bajingan,negatif
"Usut sampai tuntas 
 Siapa orang pertama yg melepas ikan sapu-sapu ke sungai Ciliwung dan Bengawan Solo 😅",netral
"seharusnya hukum seperti ini diajarkan sejak SD/SMP,, Simple tidak boleh melepaskan satwa asing",netral
"Kalo tau konsep Aseng adalah penjajah , Nusantara tak pernah dijajah berbagai negara , karena tiap Aseng yg masuk akan dibasmi sebelum mereka membentuk koloni yg kuat,teori ini berlaku juga pada binatang Aseng",netral
"Merebaknya ikan sapu2 adalah...karena secara umum orang indonesia tidak mau mengkonsumsi sementara mreeka tahan tidak mati diracun,jen8s ikan lain punah karena diracun atau limbah pabrik jadilah peneliti yg benar dan ilmiah",negatif
Ikan sapu-sapu..ga betah om di akuarium yng bersih...mungkin akuarium om bersih..,positif
Buaya gak salah apa2. Habitatnya memang di rawa dan alam liar. Yang salah manusia knp masuk alam liar.,netral
tuhan sudah merencanakan nya manusia hanya bisa menganalisis nanti suatu saat manusia akan berburu ikan sapu sapu dan harganya luar biasa...daging ikan sapu sapu nanti bisa menyembukan penyakit dan menjadi obat kuat SEX yng sangat luar biasa😀😀😀😀😀😀,positif
"di blender sjs utrk psksn isksn lsin stsu pupuk tanah,,, pasti tanahnya subur atau ikan di laut di kasi tamabahan gizi dgn cara di blender",netral
"HAMA JADI EMAS ..... 
 ... bila dia ikan sapu-sapu hidup di air bersih bisa jadi konsumsi makanan manusia ...
 
 ... bila dia ikan sapu-sapu di air kotor, maka dapat di olah jadi pakan ternak (bebek, ayam) dan pakan hewan peliharaan (kucing, anjing) ... tetapi dengan, membuang bagian kepala dan kulit, ... fermentasi seperti bubuk kopi dan daun teh dan di keringkan, diawetkan",positif
"Daya tahan yang sehebat ini ikan saou- sapu malah menarik perhatian ... sebagai analigis, daya tahan hebat di temukan pada hewan unta di gurun dan pohon kuma di gurun ..",positif
"Gak juga.di sungai bersih ikan sapu2 jg mulai banyak kok Krn predator ikan ini gak ada di sungai indonesia.sedangkan di habitat aslinya buaya lah salah 1 predator ikan ini.
 Dan jangan salah,ikan sapu2 BS di konsumsi asal di ambil dari sungai jernih atau bersih",positif
Bagaimana cara ambil video nya kok bisa sangat jelas di dalam air dengan dekat ? Hebat,positif
Ikan sapu sapu itu ikan hobinya bersih2 akuarium sama makan lumut aku baru tau kalo ikan seperti itu coco utk pelihara mas atuh ikan kesukaanku mas bukan di masak mnjadi siomay dll gtu aku apa mau ini hewan yg satuni pelihara,positif
"tapi yang dibahas nih ikan mengandung logam berbahaya,seolah kalo lu mancing ikan disungai kotor terus dapet ikan lokal ikannya ngga mengandung logam berbahaya juga 😂",negatif
"ya itu, kek di Bekasi itu kena limbah ikan mati semua.sapu-sapu juga ikutan mati, cuma warlok tetep ngambilin ikan lokal yang ngambang seolah mereka ngga beracun juga 😂",negatif
"TULANG AYA AJ BISA D GILING JD PAKAN TERNAK, MASA IYA IKAN SAPU2 YG JELAS ADA DAGINYA GA BISA D MANFAATKAN",positif
Kenapa gak di tangkap aja ikan sapu sapu nya lalu kubur ditanah yang penting berkurang dikit dikit sih 🗿,netral
"videonya AI skripnya juga Ai. plis A bua jadi bahan bantu aja keliatan banget AI nya. lain kali lebih dimanusiakan bahasnya, lebih banyakan bukti foto foto jangan cuman video",netral
"Ikan sapu2x adalah pemakan semua barang, terutama yg mengendap di dasar kolam, kali atau danau... Jadi kemungkinan tercemar logam berat sangat mungkin... Krn itu ikan sapu2x tdk layak dikonsumsi...",positif
"Ikan sapu sapu berkaki dua..terlalu banyak di malaysi. Ikan ini bukan dari indonesia tapi
 Dari bangladedh dan rohingya di bawah perjanjian UHNCR yg merosak ekoloji malaysia.",netral
"enak daging ikan sapu"" daripada ayam menurutku ya tapi kalo makan daging ikan sapu"" jangan terlalu banyak""😁",Positif
ini ikan vibesnya kaya anak punk😭,Netral
pas nyoba pempek sapu² kok bau amis bgt ya 😭,negatif
ini ikan vibesnya kaya anak punk😭,Netral
ni ikan desainnya ga bgt😭😭,Negatif
jiji bgt sm motifnya😭,Negatif
Gasuka bgt bentukannyaaaa😭,Negatif
"Nah aku suka ini, video edukasi yang gak cuma asal klaim, tapi memang ada uji laboratorium, beserta bukti ilmiah, ada video dokumentasinya, dan disampaikan dengan cara yg tidak membosankan, malah bikin penasaran. Please konten kaya gini yang netizen butuhkan, biar nambah ilmu dan wawasan",Positif
jujur penasaran bgt sama hasilnyaa😭,Positif
DARI KEMARIN NUNGGUIN EH DI PRANK LAGI SAMA HASILNYA HEH GREGET INI UDAHH SAMA HASILNYAA😭😭,Netral
gweh sekarang jd takut makan siomay pliss😭😭😭,Netral
bhsa inggrinya ikan sapu sapu apa ?,Netral
ikan ini vibesnya anak punk bgttt pliccc,Netral
q setiap hari makan,Netral
trnyta gue dlu prnh pelihara nih ikan😭,Netral
ini ikan logo Indosiar jama dulu bukan siii??,Netral
untung banget yaa di Kalimantan gak ada ikan sapu sapu,Netral
gasuka bngt bentuknya😭,Negatif
hasil penelitian ikan sapu sapu,Netral
"apa cuma gw yg mual setiap melihat ikan ini, mana lewat terus lagi",Netral
"bahasa Inggris nya ikan sapu sapu apa tevaaak
 jawaban nya cleaning serfish😭😭🤭🤭🤭",Netral
komennya pada mandang fisik(fisik ikan)😭😭,Netral
Geli liat motifnya😫,Netral
"gapapa klo kalian gsuka motifnya, tapi jangan sampai ngatain jelek juga, semua ciptaan-Nya ada tujuan dan keindahannya sendiri ko.",Negatif
tolong like gais klo udah ada hasil,Netral
aku udah makan loh ka tapi gak ada kenapa napa,Netral
jujur aku dlu kira ikan sapu sapu itu cleaning service akuarium 😭😭,Netral
